,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,emotion_gender
1515,,-683.8172,54.257786,-0.79913795,5.066448,-7.203565,-0.2049957,-4.638515,-9.8691435,-14.866958,1.3589916,-9.5779915,-1.1682636,-8.554303,-0.96445656,-4.8831725,-4.7429633,-6.368497,-3.913357,-6.2035317,-5.9050155,-5.960909,-3.5422733,-7.3178935,-3.4174945,-5.165492,-3.8323407,-3.9418993,1.3690497,0.29359484,4.9642777,4.3192086,5.1400356,4.9523387,4.852279,5.059879,4.6538234,4.3707647,0.52604914,0.5480536,0.9669046,sad_female
2268,,-509.47528,41.617104,-1.1098568,18.109468,-1.0718858,9.0664625,-0.61894625,6.3074026,-4.6639123,5.3047566,-2.2033577,1.4294789,-3.7858076,2.2579303,-2.9971733,3.9341288,-3.7017622,1.5030746,-1.4246166,0.36971617,-1.2616513,3.8693469,0.42706978,3.9641457,1.2159773,5.602399,1.2273556,6.067318,4.8852086,6.0806484,2.6819482,4.9630194,4.3335414,4.812396,4.986577,4.8877234,3.7604477,3.8391285,3.4134321,3.5392492,surprised_male
1338,,-530.83887,36.982613,-25.600182,-2.4248483,-10.221382,-11.238865,-14.167492,-11.33295,-17.544594,3.3653593,-11.179855,-2.4716268,-5.9640474,-5.3662324,-2.6815724,-4.3932858,-3.164148,5.7877207,4.304544,7.9719396,9.723265,12.384767,8.016753,7.620576,2.4905899,2.3721507,2.2917883,3.7543447,4.000293,-0.23850566,1.0052425,0.31351772,0.36596006,-0.24032481,-0.35741517,1.2040005,1.5263971,1.3249928,-0.2296832,-0.50351185,sad_female
1639,,-623.16876,47.651283,-9.677074,11.756061,-1.9446739,-1.1107981,-16.331848,-6.4666543,-19.018456,-1.1151797,-9.207515,-6.7279024,-3.7466993,-4.5550337,-2.72454,-4.261352,-8.268229,1.3521321,-7.0543833,-2.7597282,-6.4431562,-2.5962882,-6.4983954,-1.9054134,-5.127945,0.51395535,-4.20169,-0.87036747,-2.2232494,2.4644043,5.4009843,7.685959,10.30864,11.525422,10.788572,7.9545164,4.566881,3.375798,0.9952209,1.5441549,sad_female
2147,,-679.32446,49.986366,-3.1991727,9.871177,-4.2885833,4.654927,-9.171207,-2.7556758,-7.3698554,-0.8040825,-1.5722239,-1.5968386,-0.90493786,1.0041565,-3.3309152,0.3219192,-6.0383387,-0.77384865,0.8340045,0.8668348,0.15298474,1.790766,-1.4627522,0.10229912,-1.6192169,1.6118326,-0.7893701,0.6525928,0.7804609,1.0973371,3.917147,5.4318447,7.677237,6.1212482,5.0839133,4.1418204,0.49851185,-0.026485706,0.70449424,1.385708,surprised_male
832,,-479.60648,60.020325,-22.544022,21.44572,0.21544488,-4.377944,-6.196318,0.80899876,-16.222569,5.6851115,-5.890694,1.1741961,-1.3605541,0.5748341,-0.7215228,3.4403563,-5.1164584,-0.102093026,-3.9470007,-0.31486872,-4.8755183,0.778866,-1.5852368,-1.8496782,-1.8472329,1.0925212,-3.564824,-0.00043806518,-4.550419,2.057372,2.6706758,2.3818338,5.468719,1.2158461,1.3054461,2.7572238,4.803069,8.149659,13.111974,10.990306,fear_male
1868,,-619.71454,56.792206,-0.9007904,11.785483,-6.683312,2.186528,-9.515456,-0.9845136,-13.044488,-4.333591,-0.2980268,-3.0512853,-6.420315,3.3348978,-2.1220999,-0.2558678,-5.855375,-1.4578489,-3.38468,0.6567143,-4.0068846,-0.049731035,-0.3956693,2.3290334,3.177652,6.309918,2.9452333,6.385187,3.8024333,5.4583387,5.8526196,4.046847,3.2009501,3.6509037,4.5050626,3.437633,3.4399865,1.8149213,0.51059836,0.9774174,happy_male
1388,,-457.1294,24.04752,-36.617657,2.9903264,-18.324593,-16.719833,-8.176234,-10.525055,-9.481289,0.7596099,-14.226386,10.359705,-3.5836241,12.549398,5.4280105,8.222727,4.1534505,3.0715842,-1.8591177,2.3354294,-0.9443582,-2.3223293,-2.0951505,0.09337391,-1.3177096,1.9938463,0.35431105,0.7862652,0.28885767,0.60523987,0.30600426,-0.045026626,-0.42001736,2.2406685,-0.49098098,0.67275465,1.6258715,0.56620175,0.63494426,0.9642821,happy_female
262,,-417.7865,40.392456,-29.488018,-4.2239327,-12.99244,-11.797018,-16.398031,-10.772169,-23.687845,5.803555,-11.239824,-2.924559,-7.3022223,0.17610046,0.9215998,0.8798663,-2.844904,11.247314,7.479221,12.377712,9.640462,5.4858327,-3.4782164,-1.3867056,-3.6907842,1.3413676,2.1565251,0.2356599,-0.95082617,0.18905157,3.1734693,2.5707183,-0.6000133,-1.9488503,1.5546383,2.8147533,2.3233888,1.6039324,2.527399,1.4286743,fear_female
959,,-376.72552,48.671486,-26.356895,16.508717,-5.999373,-13.026981,-17.719347,5.2329597,-31.833467,-0.73380685,-1.4414381,-8.67773,-6.158225,-1.8952899,-5.9203987,-0.99392915,-10.230501,-2.373693,-5.0559497,-7.0386147,-6.769831,-8.577472,-3.3992348,-10.089423,-6.588948,-5.8183546,-7.013682,-6.1890373,-4.759029,-1.3555003,-1.133018,-1.224297,-1.5535663,-1.5971507,-3.4514213,0.8779996,4.7242427,11.115985,13.575711,12.867682,angry_male
1107,,-469.71225,17.790043,-25.154541,-1.620124,-25.377356,-4.159881,-13.431703,-14.336787,-10.151976,-5.056337,-7.5404406,-1.3961735,-6.368931,5.192179,-8.763512,5.106978,-4.743408,4.9674826,0.81108785,3.735262,2.116457,4.6081157,4.132982,5.161161,-1.6484032,1.7135823,-3.8446739,0.101442374,-0.1596152,-0.46651143,-1.6619068,0.91955566,-0.20796442,0.5913215,1.1438777,-0.47770393,-1.6849202,0.66421664,1.0068395,1.7684388,angry_female
1290,,-594.42975,56.505886,-0.5826374,10.503201,-0.28695858,1.4300033,-13.333201,-13.778157,-9.2924795,7.3067245,-7.613977,-1.107288,-3.021112,-0.26461095,0.017841214,0.93815714,-5.9506574,-1.3140031,-4.323671,-5.803604,-2.7992547,1.1157963,-2.614176,7.83388,6.786021,11.03184,5.9770036,8.113833,4.509547,3.0154548,3.8543353,1.8558652,4.7144527,3.2921357,4.353147,1.4450758,0.17527851,-0.23953725,-0.90241516,1.0683824,fear_female
797,,-598.1463,69.63174,-1.5127923,24.020367,-1.3475708,2.3002863,2.4311893,4.005204,-10.889606,5.8675632,-0.8464802,3.8724566,-2.8355105,-1.455216,1.507986,-0.04033226,-3.10998,0.9591452,-2.0308487,-2.194403,-4.918121,-0.45880958,-4.526304,-1.2785754,-1.4673276,-1.9145617,-2.334017,0.06295835,-1.7557849,0.3366513,5.283046,5.6796293,5.7578335,0.6827185,-0.096466064,-0.22854702,2.031971,8.5036545,12.633005,14.348819,calm_male
1986,,-709.04333,72.34647,1.5652946,18.882992,12.952587,8.18374,-8.031909,-1.4591725,-6.3441052,5.7962074,-8.653495,2.518565,-2.229799,0.51231843,-0.5390043,1.375976,-1.5579764,0.7142342,-4.5685406,1.7456243,-1.8938669,-1.1991783,-5.019749,-0.06941874,-1.6379931,-2.130179,-1.6128027,-0.6158495,-0.69636506,-1.0568365,-1.1913055,-0.61768365,-0.8621917,-1.400168,-2.2183392,-1.0792853,-0.8632037,-1.6204567,-1.5773107,-1.8006922,happy_male
477,,-598.6051,48.546017,-16.649267,-0.42422912,-27.458723,-10.652714,-14.7932825,-12.026955,-16.024832,-3.3579545,-10.809506,0.6850814,-11.65868,1.2632183,0.79334706,0.90433955,4.883695,8.975108,8.830774,8.468222,7.981181,4.304264,0.11890126,-1.3149184,-4.628466,-2.8533115,-0.9459319,-3.0509808,-5.2917533,-4.102197,-2.0673532,0.44536898,-1.1919936,-3.9376445,-2.3446603,-0.5879215,0.1569148,0.9085402,3.2747777,6.073122,fear_female
1266,,-510.53043,44.776352,-24.765682,9.131771,-3.8780403,-7.0423636,-16.886719,-16.138853,-7.3712816,1.7752019,-13.863985,-3.2194529,-2.2233002,-6.11325,2.1553361,-0.39579678,-6.208899,7.078642,5.374667,3.7462006,3.8503835,6.2055607,6.7846065,7.039561,4.8940053,3.5328612,-0.8700051,0.9545845,1.1152872,0.3730631,-1.6738511,-1.840889,-0.7812671,3.4131227,3.0560334,3.0573697,1.4999977,1.2238151,0.6764256,-2.8507755,happy_female
1010,,-467.55194,58.68312,-22.654533,12.242594,0.26715022,-7.82831,-16.688126,-4.233726,-16.579933,-1.539022,-2.1184156,-6.867506,-5.5738554,-1.2306632,-12.417167,3.3505583,-9.706557,-4.469845,-3.548137,-4.5755534,-10.234666,-3.275735,-6.1596217,-5.673972,-5.0707574,-2.1994822,-6.2344074,-4.0815663,-3.1090937,-4.6281414,-1.4868528,-1.7672141,-1.389357,-0.6480487,-0.5996634,0.73867124,3.0308075,5.2803564,9.240118,11.328469,fear_male
1902,,-586.6487,58.116943,0.46667746,10.285956,-5.996979,-2.2698076,-13.174542,-7.021991,-9.356429,-1.4949719,-6.047611,1.6533918,-3.498039,1.6773651,-3.2835422,0.887604,-2.927546,-2.148369,-1.6872097,-0.16878368,-2.5489333,0.22753878,-2.6654754,-2.19252,-4.3120036,2.9771454,-5.642541,2.8921256,-2.298189,-0.07613031,-1.2460097,-0.7982443,0.9335265,3.4272163,4.3415284,3.2293508,2.4898696,-0.5999529,1.7931553,2.6525545,disgust_male
778,,-541.38104,52.803894,-21.384798,20.25057,-6.042583,-2.1470644,-18.15547,-5.1264157,-23.099741,-1.0178723,-1.1403025,-8.753451,1.3360451,1.3394256,-9.897429,2.984319,-11.040215,-3.818635,-2.3645196,-4.8027077,-4.567395,-0.18108626,-3.4692338,-7.713199,-2.5381708,-1.7312875,-5.4216557,-1.7004954,-2.1092584,-3.2091587,-0.36953235,2.2086012,-0.92594236,1.2367462,0.7217729,-2.7885723,0.1658303,2.1362534,7.0976453,12.584289,angry_male
83,,-489.89008,27.889841,-20.99001,6.561702,-16.940233,-9.981713,-8.701595,-15.527115,-13.190081,-4.935193,-12.11302,-2.755375,-13.786037,0.09087753,-10.541866,-0.39312035,-3.7692165,7.119173,9.996416,13.537979,11.49877,7.9381523,-0.6712223,-2.4656997,-4.8106604,3.1369112,0.4029878,-1.0083444,-4.5776315,-4.02222,0.21508098,1.7556828,-1.0340585,-4.3242474,0.13928045,1.5803256,0.4381177,-1.0963179,3.3186185,7.4347663,fear_female
200,,-522.98676,38.387215,-17.99628,11.209433,-11.945394,-13.583048,-10.740125,-15.792355,-16.443882,0.5655997,-10.778416,-8.049652,-1.0971503,-3.4919007,-1.7660226,2.0577273,1.7462679,11.921083,14.323225,16.562529,14.8323345,15.230368,-0.38138592,2.8601081,-5.3216558,-1.7094057,-0.082164176,2.0568442,-3.1177747,-8.144738,-2.379152,1.1348722,1.5117656,-1.8109909,-5.582787,1.6768647,-1.2646455,-0.6550008,3.4910398,8.67874,sad_female
1085,,-602.01544,44.00327,-24.595444,9.914719,-10.889079,-7.441743,-8.857288,-11.760275,-11.850859,0.073591046,-9.95696,-5.0921082,-9.130789,1.5425149,-10.219276,-0.75347275,-2.9384553,2.0571153,-0.00262511,4.8101187,-0.77718616,4.6035423,0.6280428,1.5997785,1.2204466,-0.96044177,0.43656343,2.0676968,1.0784079,0.5626271,-1.663104,0.60668147,1.6760343,1.4878376,0.3385117,-0.40776795,0.5878191,0.3429908,0.6697915,-0.14347507,happy_female
564,,-443.1511,70.93295,-18.290367,22.029428,-3.1273892,9.765816,-15.637215,-10.601824,-9.982446,-6.6127777,0.28428942,-2.7109797,-9.055091,4.77197,-6.2213244,6.0951095,-4.3379917,-1.6781089,-0.88001335,-3.755026,-4.768112,1.3948641,-2.3617473,-0.53119475,-0.79627085,-0.6317997,-1.5931135,0.7190587,0.19288753,0.50950927,4.0443816,5.6273313,3.4985006,4.634007,4.4201074,6.502562,6.4857526,8.922377,9.988457,11.197873,fear_male
1954,,-438.70032,27.998163,-21.967596,5.60017,-5.8794465,-14.542285,-20.026413,-10.390279,-15.8797035,-3.2541385,-13.079339,-0.38575074,-8.655775,-2.2309182,-6.8095813,1.0656766,-5.9666514,6.482213,-0.89522487,7.275535,1.205463,7.7716804,0.741597,-1.2529523,0.08473232,4.898576,1.8175709,2.6178083,-0.17937474,-0.32518157,0.36418885,3.218307,-0.65234524,0.721238,0.51325667,1.787141,-0.04080854,2.832001,4.740917,4.5503526,fear_male
1417,,-657.5656,45.94909,-8.819671,3.9049504,-13.298315,-5.6257334,-14.39138,-8.344545,-8.137796,-4.191174,-5.062827,-0.04570963,-8.879489,2.3932147,-6.1607165,-2.9397788,-6.305018,-0.8679569,-4.8007903,-1.3865807,-4.314875,-1.0846566,-5.5315924,1.6208004,-3.107129,-0.6397072,-1.7325226,2.921216,2.8460789,5.785364,2.699403,3.3251102,0.83966553,1.6798527,-0.45934868,-0.032052465,0.69802445,-0.81638175,0.45498773,-0.45353538,disgust_female
2138,,-725.82947,73.00338,6.1089272,17.513268,7.0376573,8.217746,-4.9521976,1.3954029,-4.1779413,5.3872833,-0.13159461,2.049049,3.01817,2.6424994,-1.0934517,3.1726463,-5.4112663,3.4022396,-0.5343161,1.997714,-2.4760807,-2.1356187,-1.3872455,-0.63173366,-2.1899216,0.92806023,-0.4887824,0.22309,0.4066502,0.6468336,-0.78389364,0.34580022,-1.8819866,-1.0164297,0.63478875,-0.09104059,-0.4825368,-1.4716678,-1.5046487,-0.62536186,disgust_male
1720,,-611.31256,57.9756,-14.325385,2.772745,-21.664684,-4.589968,-14.878984,-13.237305,-12.39095,2.2854617,-11.274396,0.82163566,-5.3627987,-3.2969687,-1.0846869,-3.4110444,-4.768809,-1.7375237,-5.318815,-2.3863711,-3.151751,-2.8416429,-2.820521,-1.3629574,-2.4678197,0.2824833,-1.3170086,-0.42191204,-1.4178187,-2.4583325,-0.6524243,-0.90190786,-1.3861004,-0.41092044,-0.38169554,-0.6101756,0.18920192,-0.30438334,-0.8891951,-1.1572679,disgust_female
815,,-556.9623,59.997543,-10.588712,21.846685,2.8607025,-3.6703048,-6.2347765,-1.612791,-15.628633,7.542199,-7.379035,-1.7041409,-4.5432544,-4.823922,-0.48321068,0.60222155,-4.316421,0.42917392,-2.9102857,-2.2928634,-7.2295775,-3.007849,-3.674686,-4.6354785,-2.7367983,-2.0719619,-5.8117323,-0.34453225,-3.8309906,-3.45893,0.5116183,1.7782903,4.156311,2.5161996,2.6737895,2.0043793,1.7667173,6.8786454,12.231684,17.034758,sad_male
1762,,-573.59436,49.1862,-5.265389,15.504213,-3.9371471,1.5637684,-8.442286,-3.6461327,-16.220686,-1.5983076,-5.983636,-2.3556287,-2.8212733,-3.7768846,-3.6184216,0.5939642,-8.638937,-2.0017974,-2.699427,-4.0147066,-6.5300813,-2.1143522,-3.384024,-4.9454985,-3.2530732,-2.2713404,-4.7943697,-1.479799,-2.2856686,-2.3230307,-0.673156,-1.7724183,-0.36625418,-1.4356344,-1.9332488,-0.42426512,-0.41746,-1.1026528,-1.6546086,-0.9821372,angry_male
2390,,-535.91406,51.16664,-10.084874,12.848566,1.1518168,-3.0248,-8.513097,-5.01164,-19.203571,5.6363964,-7.7914095,-7.3401937,-4.700338,-0.2947163,-4.8958006,-0.94699687,-7.4288287,-2.2406173,-0.82209146,-1.8247373,-4.7469354,-0.64138997,-2.130165,-2.8596017,-1.8171821,-3.3863509,-2.0715978,1.2464665,-0.2461554,3.0064826,0.114347436,1.4391422,-0.7922654,0.3313951,-0.9943632,1.2318602,-0.58808154,-2.0801637,-2.074422,-0.588859,surprised_male
1521,,-562.2283,55.996235,-21.183727,7.377507,-15.551313,-0.2510278,-3.3509643,-11.00415,-18.596672,2.203756,-7.5523953,-1.321923,-8.101131,-2.200067,-4.920853,-2.4496803,-11.05983,-4.940859,-5.0662723,-3.2067053,-3.5544434,-2.4409976,-2.6145244,0.9011505,-1.8054163,0.45102504,-0.8889023,1.4990487,0.47214592,1.593644,-0.0022983127,4.0809774,2.3023062,3.0067177,2.2556243,2.8724413,1.6127832,0.2885251,0.24931903,0.41918054,angry_female
1487,,-536.2702,37.596954,-10.06939,5.6533785,-12.191525,-11.363445,-17.803791,-2.305651,-10.95587,-4.9492164,-10.2283325,-4.2422204,-8.8469715,-0.77957165,-3.4331357,-1.0703484,1.7979984,1.1746851,-2.4681544,-0.8460519,0.5878588,-0.39349017,-0.6297256,-0.6831071,-2.047339,0.6456455,0.29352707,1.7380648,2.2527378,1.9408526,0.9931497,0.7157013,-2.0992296,-1.4987248,-0.6551697,0.5370901,0.94116426,-0.3772215,-0.30081072,0.71924937,surprised_female
1964,,-640.03644,71.213005,1.2062024,17.446917,1.8277596,-3.1484077,-9.583655,-5.321821,-5.432681,1.0804319,-9.7514,1.7915903,-5.485912,-3.036612,-2.6714807,0.24886958,-8.247332,3.4571636,-6.152054,-1.1794167,-5.4802995,-1.2343408,-3.7755322,-4.201895,-3.465629,1.5331855,-4.0262513,1.6570102,-2.3914115,-0.6454464,-2.2963777,2.223819,1.4053669,1.6310447,1.3831892,0.333829,-1.2953143,-0.37020558,0.8440651,2.102223,surprised_male
350,,-489.88904,42.89662,-23.89633,12.00248,-5.8316135,-16.097464,-18.426285,-13.035479,-19.258846,8.024989,-17.968744,-10.349376,3.4578016,-0.87393546,-9.733532,0.89068973,-2.6944423,11.955728,8.210839,15.224067,17.373116,11.752496,0.49300072,0.5117505,-12.343023,2.2901945,1.6978847,-2.3848257,-7.463743,-8.045868,-3.9915574,2.4987774,-2.9200866,-7.0547075,-5.029229,2.9768057,1.6662681,1.1236898,4.165655,9.678352,fear_female
567,,-450.7126,70.92813,-14.479016,18.509508,-8.645753,7.20078,-19.279108,-13.526696,-10.989416,-11.707405,-1.9092556,-3.055809,-11.641426,1.2818664,-9.175911,3.9432447,-7.2843375,-4.26604,-4.360579,-5.1902485,-8.747113,-1.3472232,-6.123954,-3.0521374,-5.862915,-2.0790772,-3.9526904,-1.5669578,-0.97403824,-2.1578553,1.1418532,2.9863448,2.340953,3.8836186,2.7057014,2.6460738,4.1379485,6.543062,9.4180155,10.897116,fear_male
2166,,-608.6604,74.66835,-10.716811,18.345886,12.363356,3.148639,-3.3368938,1.3551666,-5.1399684,1.4746928,-0.5222519,4.0423737,-1.5945226,2.2115111,0.07321029,0.14561847,-0.5926008,-1.441463,1.3738391,-1.6757325,-2.2190502,-1.0425687,-2.4457622,0.38112858,-3.294411,0.9126896,-1.5060598,1.0199648,-0.8535598,2.4593005,2.278245,2.305901,1.9222903,0.6332038,0.17522846,1.533602,0.7716438,-0.19427623,0.43488565,-1.2119013,happy_male
185,,-458.57236,42.14501,-32.984665,7.0024343,-14.392163,-20.4455,-19.520897,-16.154037,-19.422342,1.1303217,-10.440681,-9.475172,-5.0153723,-3.5077863,2.0122674,-1.0649486,-1.2020439,7.6479335,12.847187,14.6843815,16.844782,17.33574,-3.9083202,1.3970901,-7.4469256,1.9591411,1.4740412,-0.5950204,-6.8355727,-5.4612894,4.354623,1.5714616,-2.5768356,-6.2485676,-3.8131504,-0.5231595,-0.75090516,1.5158463,7.4448,11.21583,calm_female
973,,-595.05176,71.12058,-12.716659,16.24323,11.80364,2.665758,-7.025202,-0.40050274,-9.527135,-2.193591,3.3147905,1.4078137,-2.4694347,-0.33623442,-2.9206433,6.808671,-8.690647,-1.0891491,-3.958923,-0.89187187,-7.6578183,-0.7585887,-5.381035,-0.4453158,-1.1860741,-1.6845936,-4.6067886,0.7160802,-2.4320376,2.6054146,2.7560742,2.0587726,0.13360736,-4.497551,-6.0137963,-3.40087,3.7327862,12.259138,15.707996,16.360472,calm_male
2389,,-511.61514,56.78211,-14.054041,15.146388,-2.40191,-6.793717,-11.196107,-1.4972005,-19.541044,0.088792644,-9.221314,-7.8969526,-3.9572933,-2.6603484,-4.581039,-2.392731,-9.3342285,-2.4437287,-4.400863,-3.3555982,-3.383884,-1.7361232,-3.5957808,-1.929604,-0.2741216,0.15022467,-0.9961583,2.5071325,-1.4603285,2.068731,-1.2518233,0.05588595,0.29902148,-1.1730033,-1.3195595,0.09154484,-0.31457618,-0.7358212,-2.372215,-1.2172428,surprised_male
903,,-604.19507,68.71641,-15.582246,22.89977,-5.9141936,0.40044287,-10.587176,-3.9185228,-25.856953,0.36543354,-3.0701816,-11.402781,2.4937239,-2.279327,-5.7776856,5.1243315,-3.2133765,-3.3347895,2.074529,-2.8525574,-8.338068,-3.2778256,-2.5476997,-5.2048745,-2.794187,-0.48391062,-3.1894355,-0.029914744,-1.2014614,-1.5434859,-0.5312685,-2.0338018,2.6398861,5.3018327,1.6754059,2.9935455,0.90133727,2.004222,10.772551,16.04089,sad_male
152,,-620.9165,39.37832,-15.3723955,10.196922,-12.623943,-9.111964,3.9813545,-13.376966,-7.7572618,-1.8315494,-6.8862658,-0.28918198,-6.234311,2.8960402,-2.0853932,5.788327,4.7311554,14.060032,19.141682,28.550146,18.651731,16.03441,3.4979556,2.6014712,-1.2992194,3.2434874,2.9809983,-0.1411013,-4.6578946,-4.1414237,-0.04416855,4.7771635,1.4128845,-2.6741586,-0.009462122,3.6182024,1.2953613,0.8195789,5.0395765,12.2122965,sad_female
1849,,-458.5118,48.066975,-14.374144,11.64701,-6.953143,-2.8656516,-11.711216,-5.2664337,-3.7958183,-5.2116804,-4.9335523,3.4938588,-9.887928,2.0643597,-4.7699637,-1.7551657,-6.6679435,-2.2145958,-5.014634,-1.9399222,-8.018806,-2.0318034,-1.1111217,-2.2059727,-0.39201677,3.313234,0.435505,3.2670445,4.0613327,3.4840233,-0.13148636,1.7666156,-0.46113557,1.5491887,3.2645319,2.6758122,1.2898846,1.0239435,0.85412264,1.1654807,surprised_male
677,,-491.49094,68.964424,-38.123154,13.264741,9.752159,-25.30398,-13.395428,0.16685899,-16.493921,-6.7946987,-9.070572,0.52119374,-10.087539,4.317921,-8.157175,-1.9590205,-1.2820747,-1.5160059,-12.711418,6.2221427,-9.649183,-4.6777577,-3.1233613,-4.9247775,-4.2824545,-3.7557366,-4.3993893,-2.786803,-1.6996788,-3.5202045,1.6915385,-0.8356536,-3.5698497,-1.596675,-1.6975187,-0.35538754,5.1608353,5.7135925,9.025387,7.192425,happy_male
846,,-616.1884,69.56774,3.3403356,21.920193,3.5164828,8.265317,-3.8210402,-3.250625,-14.761955,4.8430405,-2.5777254,-0.6751854,5.559865,-0.78854775,-7.7743673,2.5036702,-7.68676,-5.833599,-2.6180003,-2.0645454,-3.740461,0.26659402,-6.608383,-0.50437766,-2.9046094,0.67053324,-2.1385546,-3.258572,-2.9102778,1.757761,2.821717,3.6546988,1.7877948,-2.6883545,-3.0222058,-0.67956704,8.956188,14.29143,19.113811,17.560331,calm_male
1283,,-509.2157,69.642525,-18.517197,14.424057,-8.486026,-0.43534356,-13.893343,-15.888758,-4.7337856,0.6980329,-9.235793,2.4384046,-5.132546,-0.5241693,-2.5333896,-0.8870063,-3.740979,-3.7311354,-4.066768,-4.4753942,-6.9596047,-0.39752844,-6.3725805,-6.4344068,-2.71434,-3.025467,-3.552411,2.593064,0.47449327,2.8011453,3.9381778,4.393129,5.4638433,7.3795977,7.343197,7.391719,3.9523187,2.8601403,1.3400222,0.2735227,angry_female
2393,,-620.9148,64.082245,-9.87845,13.482031,11.849966,-2.1093934,-3.0103583,2.0720718,-11.486411,-0.808291,0.30761468,-0.4294047,-2.3918154,1.7940975,-4.9100084,4.0713277,-4.483904,-1.5857377,-2.2725415,-0.15730964,-3.5409899,0.36470154,-3.7519083,-0.5571925,-2.9386933,0.72029567,-2.5560248,-0.42990345,-0.8655966,-0.8163033,-1.9333665,-1.0802411,-2.3433287,-1.2323653,-2.5191495,-0.814254,-1.1069033,-0.5136987,0.5880535,1.1591369,neutral_male
1187,,-682.8632,61.241978,-9.518009,9.907794,-2.5159366,-8.987136,-18.161173,-7.753612,-3.9443069,4.8632407,-10.776227,-0.4311044,-4.7202272,-3.2409418,-2.6299229,-1.7790014,-4.523928,3.255308,-3.9972925,0.6158733,4.4790373,3.309307,4.742425,5.7441826,3.4223182,1.4846904,1.3947744,5.8874197,5.9169717,8.177036,6.952724,8.027857,5.8032665,5.235709,3.1320717,6.3392,3.292036,3.7616835,4.107862,4.322095,surprised_female
2274,,-722.45544,72.4766,8.25553,27.952929,7.1170154,14.547377,-0.34266245,0.26358086,-10.902725,6.8240337,1.0198996,-0.9634442,3.5406413,3.290549,-3.2962565,8.5273905,-0.22297801,-0.42173037,4.589696,2.6752942,-3.9299486,1.419641,-1.5823901,-2.6624227,-0.0032531156,0.2665924,-0.48201233,1.0432072,-0.4302588,-0.2207031,1.9464784,-1.515309,-0.16634229,1.3851362,-0.35061023,1.1297449,-0.63957334,-1.9850633,-1.8163776,-0.67602783,neutral_male
96,,-617.51056,53.353966,-27.832216,7.0571504,-20.549973,-15.987775,-9.407891,-15.731116,-10.645306,4.7456975,-11.94044,-8.836847,-14.775282,0.67540205,-16.651005,-4.530123,-2.280789,4.350753,12.34381,19.146078,24.32632,18.676826,6.075517,-2.4642437,-11.609024,0.6644438,2.0463283,-2.7150044,-7.971153,-5.9196043,0.5656847,10.794748,3.571224,-3.6356666,-4.520621,1.7725737,1.5854295,2.3209386,11.770797,17.87002,calm_female
1628,,-498.48193,38.040752,-26.232222,-3.138292,-10.004056,-8.340693,-18.751001,-7.616004,-19.607485,0.71659666,-8.921405,-7.421366,-9.034824,-6.6393104,-4.831373,-7.904997,-4.8981357,3.4093938,-1.2673987,2.3876479,0.4348626,0.5293758,-3.2396975,3.209955,0.7240238,3.3278043,1.3070164,0.44186178,-1.7264389,2.4306238,1.0010656,0.8831949,-0.6063985,1.2645943,0.45292246,3.002637,3.61524,1.2354203,-0.47737908,0.25643638,happy_female
1441,,-619.0967,60.82349,-4.413906,14.370907,0.35998553,-4.3017673,-13.262224,-2.726969,-6.722317,1.8515188,-13.655319,-2.9301794,-3.687085,-3.7815382,-4.8990464,-2.9007561,-5.406517,-0.3781135,-6.3920116,-3.0584836,-3.6116555,-3.0834775,-3.946824,-3.9246101,-5.689772,-1.6222874,-3.8839808,-1.4015863,-2.764359,1.7160145,3.0291557,4.671585,1.0193567,1.7287668,0.40492365,2.534319,4.58492,4.898671,3.8676262,1.8510035,calm_female
436,,-479.76614,22.13139,-22.385792,2.9088838,-13.509773,-8.461882,-17.995691,-4.255065,-26.22678,-0.8872196,-7.9306664,-12.030878,-8.410665,-4.3670225,-8.548666,-5.963418,-5.4435534,13.169254,8.61105,16.17704,14.490383,11.6545105,-1.1868142,0.8439596,-7.410436,-1.3373808,3.0273125,0.8095332,-5.128166,-5.0410495,-3.290405,1.4149946,1.0227718,-4.7342544,-0.5382048,0.7471962,0.4898799,-3.4732323,0.7265777,10.732016,fear_female
2183,,-509.32404,47.440998,-11.910608,11.03512,0.2738809,-3.3534515,-2.5509892,2.9677985,-11.067932,6.118733,-7.069451,2.5081942,-1.5343965,0.14857867,-0.4924794,0.42152795,-5.7801833,0.37982404,-3.226865,-0.40482733,-4.3016005,0.8523988,-4.1153817,-1.622781,-2.9305732,0.330953,-1.7680587,2.5569372,1.0209988,2.760155,1.2916471,1.2805803,1.2455935,2.3710992,3.7160213,3.7047992,2.7197003,3.093552,2.6517103,1.7525431,angry_male
1336,,-528.82153,49.271133,-20.942173,5.664481,-8.574188,-10.101491,-10.244561,-8.042451,-15.759178,5.3602257,-8.832926,1.7220167,-3.8980434,-0.31750533,2.1011248,2.007875,-0.13565128,11.751307,6.8484735,12.707747,11.0097275,10.495901,3.9555306,3.7171865,1.9651209,5.3947434,5.8341937,2.5850267,2.3180227,0.07981306,3.3164487,3.4053593,3.6409247,0.5684367,0.23980965,1.610117,1.7476394,0.7849767,1.8317109,2.6476114,sad_female
